formula,nelements,radius_mean,radius_mean_wtd,radius_std,radius_std_wtd,radius_range,radius_range_wtd,radius_entropy,radius_entropy_wtd,mass_mean,mass_mean_wtd,mass_std,mass_std_wtd,mass_range,mass_range_wtd,mass_entropy,mass_entropy_wtd,valence_mean,valence_mean_wtd,valence_std,valence_std_wtd,valence_range,valence_range_wtd,valence_entropy,valence_entropy_wtd,electronnegativity_mean,electronnegativity_mean_wtd,electronnegativity_std,electronnegativity_std_wtd,electronnegativity_range,electronnegativity_range_wtd,electronnegativity_entropy,electronnegativity_entropy_wtd,firstionization_mean,firstionization_mean_wtd,firstionization_std,firstionization_std_wtd,firstionization_range,firstionization_range_wtd,firstionization_entropy,firstionization_entropy_wtd,shell_range,d_mean,d_ratio,d_unfill,Tc
Nd1Bi0.98Pb0.02S2F0.3O0.7,6,1.256666667,1.2264,0.472181698,0.407787984,1.16,0.409,1.718029659,1.415098299,104.5806667,86.84302,85.08093808,76.28736671,192.981,40.13128,1.421436471,1.198632162,5.666666667,5.856,0.942809042,0.501262406,3,2.384,1.777377922,1.473214311,2.581666667,2.38564,0.926398342,0.812283073,2.84,1.02268,1.7244863,1.460023224,10.27136667,9.6585464,4.121961497,3.248039109,11.8978,4.1143332,1.713985004,1.47241206,4,2,0.187687688,0,5.17
Mg1C1Ni2.975Fe0.025,4,1.215,1.22395,0.295,0.26438967,0.83,0.73755,1.355437103,0.941023557,37.7135,42.46476,20.05802265,20.22457702,46.682,34.64311,1.23076863,0.604445329,6,7.19,3.16227766,3.481939115,8,5.91,1.236684869,0.590578294,1.9,1.9176,0.440340777,0.392293564,1.24,1.1273,1.359379954,0.959751321,8.612175,8.366493,1.532560554,1.447022571,3.6205,4.506169,1.371364166,1.020642177,2,4.79,0.66620306,1.21,5.17
Ru0.46V0.54,2,1.325,1.3246,0.005,0.004983974,0.01,0.101,0.693140061,0.690237369,76.006,74.00088,25.064,24.98366646,50.128,18.98352,0.637744237,0.659872361,6.5,6.38,1.5,1.495192295,3,0.98,0.666278442,0.681303095,1.915,1.8922,0.285,0.284086536,0.57,0.1318,0.682031483,0.690719349,7.05335,7.028778,0.30715,0.306165542,0.6143,0.257118,0.692198724,0.692477955,2,4.84,0.75862069,5.16,5.16
Os0.5V0.5,2,1.33,1.33,0.01,0.01,0.02,0.01,0.693118914,0.693118914,120.586,120.586,69.644,69.644,139.288,69.644,0.515577615,0.515577615,6.5,6.5,1.5,1.5,3,1.5,0.666278442,0.666278442,1.915,1.915,0.285,0.285,0.57,0.285,0.682031483,0.682031483,7.5922,7.5922,0.846,0.846,1.692,0.846,0.686925929,0.686925929,3,4.5,0.333333333,5.5,5.15
Nb0.3Ta0.7,2,1.43,1.43,0,0,0,0.572,0.693147181,0.610864302,136.927,154.5354,44.021,40.34591293,88.042,98.7918,0.640539262,0.471936927,5,5,0,0,0,2,0.693147181,0.610864302,1.55,1.53,0.05,0.045825757,0.1,0.57,0.692626799,0.622049129,7.15425,7.31239,0.39535,0.36234426,0.7907,3.25705,0.691619521,0.590377852,2,3.3,0.222972973,6.7,5.15
Cr0.0018V0.9982,2,1.285,1.319874,0.035,0.002967174,0.07,1.315374,0.692776198,0.01256968,51.469,50.9438972,0.527,0.044677169,1.054,50.7567116,0.693094759,0.013408812,5.5,5.0018,0.5,0.042388206,1,4.9802,0.689009238,0.015410214,1.645,1.630054,0.015,0.001271646,0.03,1.624078,0.693105606,0.01338295,6.75635,6.74623654,0.01015,0.000860481,0.0203,6.72187714,0.693146052,0.013208474,1,3.0036,0.600503819,6.9964,5.15
La0.8Th0.2,2,1.765,1.744,0.035,0.028,0.07,1.024,0.692950553,0.509177366,185.4715,157.5316,46.5665,37.2532,93.133,64.7164,0.6612891,0.606212521,3.5,3.2,0.5,0.4,1,1.6,0.682908105,0.562335145,1.2,1.14,0.1,0.08,0.2,0.62,0.689670928,0.536933978,5.9418,5.72286,0.3649,0.29192,0.7298,3.20018,0.691260254,0.527418543,2,1.2,0.375,8.8,5.15
Li0.68Nb1O2,3,1.203333333,1.028152174,0.385947607,0.402794395,0.86,0.107717391,1.041692822,1.089607482,38.61533333,35.22388043,38.56699112,35.39515087,85.965,23.96361957,0.619040078,0.704673717,4,4.804347826,2.160246899,1.860569866,5,3.076086957,0.918427785,0.745521225,2.006666667,2.485434783,1.044647734,1.061619367,2.46,1.688478261,0.967474466,0.709989244,8.589566667,10.2340913,3.599251735,3.719993598,8.2264,6.404848913,1.015369978,0.769429133,3,1.086956522,0.226244344,3.260869565,5.15
Zr2Co0.7Ni0.3,3,1.366666667,1.483333333,0.164991582,0.164991582,0.35,0.941666667,1.091507782,0.765391365,69.61666667,80.43633333,15.27900608,15.25619665,32.531,54.9467,1.075520142,0.704387652,7.666666667,5.766666667,2.624669291,2.512413625,6,1.666666667,1.033492061,1.028346277,1.706666667,1.516333333,0.266624997,0.263634638,0.58,0.695666667,1.085879805,0.933542148,7.3849,7.02548,0.540089567,0.557442565,1.2471,3.65862,1.095894927,0.883463135,2,3.766666667,0.653179191,6.233333333,5.14
Ba0.9K0.1Ti2Sb2O1,5,1.582,1.41,0.589216429,0.4405489,1.61,0.4455,1.534023569,1.366340198,72.4102,80.45951667,48.04974194,46.13884741,121.328,39.93503333,1.379892795,1.166782686,3.6,4.316666667,1.854723699,1.284415128,5,1.65,1.460970748,1.275876267,1.748,1.917166667,0.958611496,0.786210514,2.62,0.669666667,1.46767066,1.302294101,7.7214,8.269283333,3.288876749,2.675542615,9.2774,2.797121667,1.524613337,1.341681501,4,4,0.522875817,2.666666667,5.13
Nb55Rh45,2,1.39,1.394,0.04,0.039799497,0.08,0.179,0.692733066,0.684880136,97.906,97.406,5,4.974937186,10,4.7906,0.691842572,0.691937269,7,6.8,2,1.989974874,4,1.3,0.651756561,0.674759983,1.94,1.906,0.34,0.338295729,0.68,0.146,0.677709943,0.690210509,7.1089,7.0739,0.35,0.348245603,0.7,0.36089,0.691934694,0.691845242,1,5.8,0.852941176,4.2,5.13
Mo0.97Fe0.03Ga4,3,1.273333333,1.24728,0.061824123,0.055322704,0.14,0.96856,1.097445357,0.551056211,73.84266667,74.72971,16.63394213,10.47063518,40.115,55.44333,1.073614143,0.58879076,5.666666667,3.612,2.054804668,1.233473145,5,2.352,1.028394167,0.693968684,1.933333333,1.87802,0.160485375,0.138349845,0.35,1.43702,1.095227992,0.565250232,6.998033333,6.22278,0.779797497,0.451211418,1.9031,4.7520256,1.092342599,0.571149307,2,9.006,0.775576989,0.994,5.13
Nd1Bi1S2F0.2O0.8,5,1.158,1.2244,0.457313897,0.408529852,1.16,0.3872,1.531744728,1.374739674,84.0568,86.79016,78.48021797,76.35315744,192.981,41.03608,1.175156548,1.145966035,6,5.84,0.632455532,0.463033476,2,2.12,1.603856347,1.435228856,2.632,2.3736,1.007301345,0.794716956,2.84,0.8728,1.5314031,1.408697731,10.8423,9.581928,4.293354245,3.107120256,11.8978,3.447088,1.530569124,1.425437528,4,2,0.187969925,0,5.12
La0.3Sm0.7Bi1S2F0.5O0.5,6,1.25,1.2198,0.464758002,0.39217593,1.14,0.35,1.719491341,1.575335654,94.21783333,87.5064,75.23122639,76.63502473,192.981,40.1961,1.442689262,1.357389401,5.833333333,6,1.572330189,1.183215957,5,2.22,1.752461106,1.564555878,2.381666667,2.4078,1.076698916,0.844266048,2.88,0.966,1.686738949,1.519608639,9.984516667,9.829942,4.363215552,3.485115818,11.8459,3.809386,1.699192653,1.545315907,4,2.06,0.190740741,1.08,5.12
Ba0.85Na0.15Ti2Sb2O1,5,1.512,1.402083333,0.520053843,0.4282326,1.51,0.435333333,1.544520864,1.3801369,69.1886,79.23824167,50.64513495,46.41560285,121.328,40.01191667,1.330287071,1.160064245,3.6,4.308333333,1.854723699,1.302534922,5,1.641666667,1.460970748,1.278251022,1.77,1.919333333,0.938104472,0.783345106,2.55,0.660083333,1.478119999,1.313659537,7.88108,8.281985,3.136724522,2.658605254,8.479,2.740989167,1.536451106,1.357094058,4,4,0.52344602,2.666666667,5.11
Nd0.8Sm0.2Bi1S2F0.5O0.5,6,1.265,1.2272,0.481170448,0.402621609,1.16,0.35,1.716262422,1.545564568,95.10733333,87.21482,75.78385016,76.3826162,192.981,40.1961,1.442190073,1.327334461,6.333333333,5.98,0.942809042,0.67793805,3,2.08,1.780855544,1.597592968,2.388333333,2.4072,1.068837634,0.845056306,2.84,0.9852,1.689142141,1.510351752,9.975866667,9.814958,4.371987629,3.503319521,11.8978,3.918252,1.69860372,1.531710512,4,2,0.185528757,0,5.11
Ge0.2La0.8,2,1.48,1.63,0.25,0.2,0.5,1.138,0.678811746,0.424302031,105.7725,125.652,33.1325,26.506,66.265,96.596,0.64325101,0.358108214,3.5,3.2,0.5,0.4,1,1.6,0.682908105,0.562335145,1.555,1.282,0.455,0.364,0.91,0.478,0.649705688,0.621929353,6.73815,6.0414,1.16125,0.929,2.3225,2.88164,0.678222314,0.574629292,3,2.8,0.538461538,7.2,5.1
V0.749Sb0.157Al0.094,3,1.37,1.33662,0.045460606,0.033352295,0.11,0.85426,1.09806353,0.747033833,66.56133333,59.808186,40.23837307,27.61773178,94.778,35.61925,0.920595769,0.785339475,4.333333333,4.812,0.942809042,0.583657434,2,3.463,1.073394281,0.657151122,1.763333333,1.69406,0.202868321,0.15371635,0.44,1.06953,1.092152078,0.76737594,7.113466667,6.9670878,1.101717233,0.741621868,2.6226,4.4902386,1.086837617,0.754322346,2,3.817,0.598088374,5.243,5.1
Rb0.14W1O3,3,1.503333333,0.893043478,0.748969663,0.423636104,1.82,0.394396135,0.972032907,0.924438414,95.10233333,58.88949758,68.85862621,71.61071418,167.841,41.51557488,0.8058568,0.680757533,4.333333333,5.830917874,2.357022604,0.903781977,5,4.314009662,0.91101754,0.594723875,2.206666667,3.090531401,1.075091727,0.625891602,2.62,2.465024155,0.96657067,0.527460236,8.553066667,11.9089599,3.884947868,2.844377974,9.441,9.726933816,0.994175406,0.501159492,4,0.966183575,0.10487677,2.898550725,5.1
Zr2Co0.75Ga0.25,3,1.356666667,1.480833333,0.172497987,0.168693921,0.38,0.965,1.090735556,0.748525675,73.29333333,81.3595,13.42231054,14.20891364,32.291,55.00575,1.082099326,0.715459537,5.333333333,5.166666667,2.624669291,2.229848027,6,2.416666667,0.984086503,0.849925012,1.673333333,1.5075,0.244449495,0.251632172,0.55,0.735833333,1.087533415,0.9058607,6.838066667,6.892791667,0.781648575,0.596111962,1.8817,3.922658333,1.092151581,0.832988156,2,3.916666667,0.652777778,6.083333333,5.1
Nb3Rh0.7Pt0.3,3,1.386666667,1.41225,0.032998316,0.031502976,0.08,0.969,1.098329766,0.699630613,130.2986667,102.31935,45.99169897,26.68172817,102.178,55.0482,1.039710972,0.845516339,8,6.075,2.160246899,1.875999733,5,3,1.059384593,0.906029742,2.053333333,1.77,0.320555074,0.294448637,0.68,1.029,1.085894013,0.825112071,7.7255,7.046385,0.917637067,0.605009403,2.1998,4.3972725,1.091648903,0.77335953,2,5.075,0.712280702,4.925,5.1
B1W1.26Re0.74,3,1.19,1.19,0.254558441,0.254558441,0.54,0.298733333,1.074266471,1.048024255,126.9526667,126.7475267,82.13024504,81.98481424,175.396,73.60913333,0.802537551,0.770994454,5.333333333,5.246666667,1.699673171,1.636812621,4,1.52,1.043353427,1.033915964,2.1,2.139866667,0.192527054,0.1946004,0.46,0.522533333,1.094457346,1.05337718,7.9985,8.001143333,0.212144212,0.210253421,0.4645,1.370616667,1.098262658,1.075582321,4,2.913333333,0.199817101,3.753333333,5.1
Tc0.75Ti0.25,2,1.405,1.3825,0.045,0.038971143,0.09,0.6575,0.692634181,0.575351854,72.9335,85.46675,25.0665,21.70822578,50.133,61.53325,0.632864401,0.404993326,5.5,6.25,1.5,1.299038106,3,4.25,0.655481774,0.439669879,1.72,1.81,0.18,0.155884573,0.36,1.04,0.687661208,0.517521466,7.05405,7.167025,0.22595,0.19567844,0.4519,3.752975,0.692634092,0.548970195,2,4.25,0.68,5.75,5.1
Ti1Rh1Si1,3,1.323333333,1.323333333,0.115854315,0.115854315,0.28,0.093333333,1.094735177,1.094735177,59.61966667,59.61966667,31.65545746,31.65545746,74.82,24.94,0.96152745,0.96152745,5.666666667,5.666666667,2.357022604,2.357022604,5,1.666666667,1.017602986,1.017602986,1.906666667,1.906666667,0.302140512,0.302140512,0.74,0.246666667,1.085998995,1.085998995,7.479566667,7.479566667,0.540555007,0.540555007,1.3236,0.4412,1.096000945,1.096000945,2,3.333333333,0.588235294,4,5.1
Sr2Y1Ru0.96Cu0.04O6,5,1.446,1.1398,0.507330267,0.625055166,1.49,0.42488,1.543839845,1.296771796,71.4282,45.970904,30.26816637,36.91806653,85.071,17.269816,1.494417427,1.369530319,6,5.112,3.286335345,1.948193009,9,3.556,1.453028436,0.938419496,1.942,2.5948,0.87380547,1.084247647,2.49,2.0564,1.511259284,0.738470084,8.12344,10.6690836,2.844720828,3.637840025,7.9232,8.1399544,1.554355835,0.80551067,3,0.812,0.158841941,1.188,5.1
Ti45Nb40Si15,3,1.35,1.4,0.127540843,0.097056684,0.28,0.477,1.094041326,0.981829356,56.28633333,62.91545,27.12406042,25.37009963,64.82,32.9495,0.984445596,0.858998314,4.333333333,4.4,0.471404521,0.489897949,1,1.4,1.092830554,0.995737499,1.68,1.618,0.157480157,0.12163881,0.36,0.408,1.094296338,1.035897372,7.246233333,6.99896,0.640884583,0.485293582,1.3928,1.84989,1.09477474,1.03363388,2,2.5,0.568181818,8.4,5.1
Mo2N1,2,1.03,1.14,0.33,0.311126984,0.66,0.673333333,0.640906599,0.506820009,54.9835,68.64233333,40.9765,38.63301469,81.953,59.30433333,0.381365235,0.248484961,5.5,5.666666667,0.5,0.471404521,1,2.333333333,0.689009238,0.605797499,2.6,2.453333333,0.44,0.414835978,0.88,0.426666667,0.678758509,0.677947136,10.81325,9.572966667,3.72085,3.508051022,7.4417,0.116433333,0.632716989,0.693073213,3,3.333333333,0.588235294,6.666666667,5.1
Bi3S3O3,3,1.083333333,1.083333333,0.364630711,0.364630711,0.89,0.296666667,1.041472076,1.041472076,85.68133333,85.68133333,87.43168758,87.43168758,192.981,64.327,0.60078496,0.60078496,5.666666667,5.666666667,0.471404521,0.471404521,1,0.333333333,1.095077862,1.095077862,2.68,2.68,0.584009132,0.584009132,1.42,0.473333333,1.075029147,1.075029147,10.42123333,10.42123333,2.585594864,2.585594864,6.3325,2.110833333,1.067436162,1.067436162,4,3.333333333,0.243902439,0,5.1
Cr0.56Re0.44,2,1.31,1.3028,0.06,0.059566434,0.12,0.0972,0.692097924,0.690361376,119.1015,111.04884,67.1055,66.62058839,134.211,52.81332,0.524727998,0.575352519,6.5,6.44,0.5,0.496386946,1,0.28,0.690185676,0.692201703,1.78,1.7656,0.12,0.119132867,0.24,0.0936,0.690873016,0.691741325,7.3,7.23598,0.5335,0.529644871,1.067,0.3425,0.690474295,0.69202656,3,5,0.396825397,5,5.1
V2.52Mo0.48Si1,3,1.283333333,1.2873,0.081785628,0.068903628,0.19,0.6684,1.096554325,0.880810146,58.32933333,50.63016,28.19751158,19.33122807,67.874,25.07196,0.982336991,0.899766987,5,4.87,0.816496581,0.594222181,2,2.43,1.085188613,0.889501576,1.896666667,1.7611,0.216384432,0.186402226,0.53,0.7677,1.092077284,0.949966142,7.3301,7.139119,0.597903855,0.59485692,1.4055,3.399018,1.095328534,0.920180257,2,2.49,0.511293634,5.61,5.1
Al0.03Ti0.81V0.16,3,1.4,1.4286,0.057154761,0.047518838,0.13,1.1316,1.09777131,0.548899155,41.93033333,47.73245,10.64435401,3.818414992,23.96,37.96281,1.063943978,0.539834046,4,4.13,0.816496581,0.416052881,2,3.15,1.077556327,0.591733184,1.593333333,1.5565,0.038586123,0.034216224,0.09,1.1991,1.098317665,0.584507325,6.520033333,6.789727,0.379236815,0.144515775,0.8423,5.351187,1.09689684,0.555487763,1,2.1,0.508474576,7.6,5.1
Hg1Sn6,2,1.505,1.437142857,0.095,0.06648615,0.19,0.98,0.691153604,0.438084082,159.65,130.4071429,40.94,28.65203145,81.88,73.09571429,0.659897296,0.526579165,8,5.142857143,4,2.799416849,8,1.714285714,0.562335145,0.636514168,1.98,1.965714286,0.02,0.013997084,0.04,1.394285714,0.693096164,0.414555605,8.8907,7.785842857,1.5468,1.082534495,3.0936,4.8037,0.677935448,0.48840595,2,10,0.636363636,0,5.1
In0.85Pb0.15,2,1.69,1.648,0.06,0.042848571,0.12,1.123,0.692516818,0.438480646,161.009,128.6753,46.191,32.98697205,92.382,66.5153,0.651411872,0.5528465,3.5,3.15,0.5,0.357071421,1,1.95,0.682908105,0.486912709,2.055,1.8625,0.275,0.196389282,0.55,1.1635,0.684166374,0.482798917,6.60155,6.030945,0.81515,0.582133538,1.6303,3.805935,0.685504209,0.478098533,2,10,0.655737705,0,5.1
Bi2F0.6S2O0.4,4,0.9925,1.1752,0.35280129,0.331060357,0.89,0.5672,1.32604026,1.036280529,69.0105,99.97768,81.03687461,89.15477369,192.981,82.31208,0.810020575,0.555106998,6,5.72,0.707106781,0.664529909,2,1.92,1.379317404,1.221476274,3.005,2.5928,0.756752932,0.647799475,1.96,0.7568,1.354036395,1.279709192,12.171625,10.238424,3.769030189,3.255946549,10.1372,3.054552,1.337621922,1.286559124,4,4,0.261096606,0,5.1
Mg0.23Al0.77B2,3,1.286666667,1.043033333,0.330286071,0.304092857,0.77,0.430666667,1.063406377,0.955553391,20.69933333,15.99609667,7.077001923,7.36162395,16.171,5.34395,1.033669121,0.972099192,2.666666667,2.923333333,0.471404521,0.266061814,1,1.846666667,1.08219553,0.765704497,1.653333333,1.873666667,0.299592316,0.246265214,0.73,1.259566667,1.082274655,0.722810041,7.31,7.654564,0.97342695,0.995374518,2.3122,4.945791333,1.089516008,0.753791039,1,0,0,0,5.1
Nb1Re1Si1,3,1.323333333,1.323333333,0.111155547,0.111155547,0.26,0.086666667,1.095023134,1.095023134,102.3996667,102.3996667,64.90074442,64.90074442,158.121,52.707,0.883847525,0.883847525,5.333333333,5.333333333,1.247219129,1.247219129,3,1,1.071730094,1.071730094,1.8,1.8,0.141421356,0.141421356,0.3,0.1,1.095463662,1.095463662,7.581366667,7.581366667,0.595903445,0.595903445,1.3928,0.464266667,1.095472987,1.095472987,3,3,0.3,5.333333333,5.1
Nb2.55V0.45Au1,3,1.396666667,1.420125,0.054365021,0.035898947,0.12,0.763125,1.097847648,0.868557599,113.605,114.2003,61.38491458,49.51601421,146.025,53.4966,0.955284992,0.853387222,7,6.5,2.828427125,2.598076211,6,2.625,1.022083051,0.925136357,1.923333333,1.838375,0.436221147,0.405189597,0.94,0.836625,1.073973987,0.923953092,7.576866667,7.37412125,1.165771339,1.068901234,2.4793,3.54985125,1.087141664,0.911510201,3,5.3875,0.53875,4.6125,5.1
B1Mo1Re1,3,1.186666667,1.186666667,0.252234459,0.252234459,0.54,0.18,1.074587411,1.074587411,97.65933333,97.65933333,71.61519859,71.61519859,175.396,58.46533333,0.77539865,0.77539865,5.333333333,5.333333333,1.699673171,1.699673171,4,1.333333333,1.043353427,1.043353427,2.033333333,2.033333333,0.106249183,0.106249183,0.26,0.086666667,1.097243894,1.097243894,7.7413,7.7413,0.496483279,0.496483279,1.2056,0.401866667,1.096541558,1.096541558,4,3.333333333,0.333333333,3.333333333,5.09
Sr1Pt2As2,3,1.593333333,1.482,0.397184536,0.339022123,0.9,0.122,1.068800269,1.093448608,119.2086667,125.5264,53.90182098,56.98249766,120.162,60.5096,1.002650431,0.912359649,5.666666667,6.4,3.299831646,3.136877428,8,3.6,0.923840706,0.830523691,1.803333333,1.974,0.604777278,0.513949414,1.33,0.722,1.035879479,0.942970907,8.1474,8.6379,1.766965514,1.517583293,4.0937,2.77646,1.073765358,0.990803293,3,7.6,0.475,0.4,5.083333
Y2C2Br1I1,4,1.2425,1.258333333,0.375591201,0.429744756,1.04,0.418333333,1.340946754,1.259454661,76.93125,68.107,41.42507237,42.33787834,114.893,25.63166667,1.200727392,1.210942248,5.25,4.666666667,1.785357107,1.699673171,4,0.333333333,1.326248324,1.381174823,2.3475,2.193333333,0.668033495,0.701751776,1.74,0.443333333,1.340375449,1.338571767,9.935675,9.536716667,2.200804778,2.380479791,5.5965,2.01155,1.359401973,1.334972185,3,3.666666667,0.458333333,6,5.08
Re0.4W0.6,2,1.37,1.37,0,0,0,0.274,0.693147181,0.673011667,185.0235,184.7868,1.1835,1.159588444,2.367,35.8212,0.693126723,0.674238493,6.5,6.4,0.5,0.489897949,1,0.8,0.690185676,0.685314207,2.13,2.176,0.23,0.225353056,0.46,0.656,0.687305826,0.646990275,7.84875,7.8518,0.01525,0.014941887,0.0305,1.585,0.693145293,0.672631853,2,4.4,0.215686275,5.6,5.08
Cu1.2Rh1.8S4,3,1.223333333,1.160857143,0.132748718,0.141348029,0.31,0.374857143,1.09258631,1.018654639,66.17233333,55.678,28.98028112,30.04628039,70.841,15.56794286,0.999708993,1.038491863,8.666666667,7.628571429,2.054804668,1.986895846,5,1.542857143,1.069541691,1.066774487,2.253333333,2.386285714,0.27824849,0.254727706,0.68,1.148571429,1.090913564,0.91421401,8.5151,9.162528571,1.309104292,1.385379792,2.9011,4.595474286,1.087145768,0.889158399,2,3.771428571,0.494382022,1.028571429,5.08
Ca1Ir2,2,1.665,1.563333333,0.305,0.287556758,0.61,0.25,0.676274024,0.680305761,116.1475,141.504,76.0695,71.71901239,152.139,114.7853333,0.459876226,0.31262298,5.5,6.666666667,3.5,3.299831646,7,5.333333333,0.474139313,0.325082973,1.6,1.8,0.6,0.565685425,1.2,1.133333333,0.621086375,0.479165624,7.5401,8.015733333,1.4269,1.345294221,2.8538,3.940266667,0.675132566,0.566920432,2,4.666666667,0.291666667,2,5.075
Cr0.0033V0.9967,2,1.285,1.319769,0.035,0.004014553,0.07,1.311519,0.692776198,0.021149269,51.469,50.9454782,0.527,0.060447704,1.054,50.6023046,0.693094759,0.022538086,5.5,5.0033,0.5,0.057350763,1,4.9637,0.689009238,0.025842495,1.645,1.630099,0.015,0.001720523,0.03,1.619143,0.693105606,0.022495314,6.75635,6.74626699,0.01015,0.00116422,0.0203,6.70160809,0.693146052,0.0222067,1,3.0066,0.600923391,6.9934,5.07
Si1,1,1.17,1.17,0,0,0,0,0,0,28.086,28.086,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1.9,1.9,0,0,0,0,0,0,8.1517,8.1517,0,0,0,0,0,0,0,0,0,0,5.062857
Ba1Pt3.75Au0.25Ge12,4,1.555,1.321470588,0.363214812,0.221858889,0.94,0.847058824,1.360672367,0.906172503,150.5045,105.2831618,50.94757745,52.10617881,124.327,48.37872059,1.322998744,1.011927402,6.75,5.308823529,3.832427429,2.680305914,9,2.705882353,1.209386098,0.891518441,1.93,2.011470588,0.629007154,0.306590667,1.65,1.381470588,1.325374925,0.761774345,7.823825,7.994470588,1.587572256,0.830224999,4.0138,5.440377941,1.364169412,0.790988331,3,9.191176471,0.58685446,0.220588235,5.05
Hg0.06Sn0.94,2,1.505,1.4214,0.095,0.0451225,0.19,1.2294,0.691153604,0.247226195,159.65,123.6228,40.94,19.4454226,81.88,99.552,0.659897296,0.319233982,8,4.48,4,1.899894734,8,3.04,0.562335145,0.440852432,1.98,1.9624,0.02,0.009499474,0.04,1.7224,0.693096164,0.230119075,8.8907,7.529516,1.5468,0.734689294,3.0936,6.277016,0.677935448,0.286450576,2,10,0.679347826,0,5.05
Bi0.1In0.9,2,1.59,1.622,0.04,0.024,0.08,1.312,0.692830704,0.31521863,161.899,124.2342,47.081,28.2486,94.162,82.4382,0.650246381,0.453043826,4,3.2,1,0.6,2,2.2,0.661563238,0.433398873,1.9,1.804,0.12,0.072,0.24,1.4,0.691151393,0.350621404,6.536,5.93632,0.7496,0.44976,1.4992,4.4792,0.686556032,0.372327757,2,10,0.684931507,0,5.05
Bi10.1In0.9,2,1.59,1.556545455,0.04,0.021927001,0.08,1.289818182,0.692830704,0.29242551,161.899,201.2758364,47.081,25.80862877,94.162,182.4874364,0.650246381,0.188600839,4,4.836363636,1,0.548175034,2,4.345454545,0.661563238,0.200723185,1.9,2.000363636,0.12,0.065781004,0.24,1.709090909,0.691151393,0.260834771,6.536,7.162938182,0.7496,0.410912005,1.4992,6.216072727,0.686556032,0.243418114,2,10,0.36112935,0,5.05
Y2Br2C2,3,1.23,1.23,0.43297421,0.43297421,1.04,0.346666667,1.037737477,1.037737477,60.27366667,60.27366667,34.32416783,34.32416783,76.895,25.63166667,0.89006826,0.89006826,4.666666667,4.666666667,1.699673171,1.699673171,4,1.333333333,1.034601233,1.034601233,2.243333333,2.243333333,0.742712745,0.742712745,1.74,0.58,1.038551912,1.038551912,9.7638,9.7638,2.517914117,2.517914117,5.5965,1.8655,1.062726791,1.062726791,3,3.666666667,0.458333333,3,5.05
Sr0.2Mo1S2,3,1.516666667,1.209375,0.46649997,0.283404939,1.11,0.515625,1.052550399,0.945348233,71.88166667,55.504375,28.3597615,30.31990306,63.895,24.51125,1.00963798,0.928960176,4.666666667,5.75,1.885618083,0.968245837,4,3.625,1.004242473,0.727409343,1.896666667,2.346875,0.691005708,0.408453161,1.63,1.553125,1.025177422,0.709294377,7.715766667,9.04730625,1.954862144,1.724430499,4.6651,6.11906875,1.06724963,0.711278794,2,1.5625,0.27173913,3.125,5.05
Sr1Ga1.1Si0.9,3,1.513333333,1.515,0.450653846,0.449471912,0.98,0.365666667,1.056528709,1.053103569,61.80966667,63.19756667,24.9404614,24.17184699,59.534,20.78086667,1.007900456,0.991474965,3,2.966666667,0.816496581,0.795124029,2,0.533333333,1.060856947,1.069466968,1.553333333,1.550333333,0.428200368,0.426071069,0.95,0.347,1.057316876,1.055518855,6.6153,6.543553333,1.093483291,1.060435048,2.4568,0.54721,1.085367743,1.093312827,2,3.666666667,0.552763819,0,5.04
Os0.55V0.45,2,1.33,1.331,0.01,0.009949874,0.02,0.143,0.693118914,0.687364562,120.586,127.5504,69.644,69.29490507,139.288,81.7026,0.515577615,0.470975097,6.5,6.65,1.5,1.492481156,3,2.15,0.666278442,0.639932198,1.915,1.9435,0.285,0.28357142,0.57,0.4765,0.682031483,0.662782892,7.5922,7.6768,0.846,0.841759372,1.692,1.60522,0.686925929,0.671123584,3,4.65,0.324041812,5.35,5.04
In0.88Sn0.12,2,1.52,1.6036,0.11,0.071491538,0.22,1.2652,0.690526296,0.337029243,116.764,115.28504,1.946,1.264750299,3.892,86.79464,0.693008295,0.373968404,3.5,3.12,0.5,0.324961536,1,2.16,0.682908105,0.429323022,1.87,1.8016,0.09,0.058493077,0.18,1.3312,0.691988564,0.387432077,6.56515,5.9733,0.77875,0.506127593,1.5575,4.210764,0.686095383,0.418408533,1,10,0.762195122,0,5.03
Co7.32Ga25V67.68,3,1.263333333,1.289876,0.04189935,0.044172668,0.1,0.801876,1.098064864,0.783055016,59.866,56.2221912,7.695641927,8.060728024,18.781,30.16365,1.090380097,0.859947952,5.666666667,4.7928,2.494438258,1.458858513,6,2.7252,1.002739954,0.808770665,1.773333333,1.6933,0.105303793,0.093102685,0.25,0.965568,1.096830831,0.835789726,6.8755,6.64254236,0.77362247,0.472212702,1.8817,3.98893896,1.09232084,0.80591898,1,5.0428,0.691476525,4.9572,5.03
Y2C2Br2,3,1.23,1.23,0.43297421,0.43297421,1.04,0.346666667,1.037737477,1.037737477,60.27366667,60.27366667,34.32416783,34.32416783,76.895,25.63166667,0.89006826,0.89006826,4.666666667,4.666666667,1.699673171,1.699673171,4,1.333333333,1.034601233,1.034601233,2.243333333,2.243333333,0.742712745,0.742712745,1.74,0.58,1.038551912,1.038551912,9.7638,9.7638,2.517914117,2.517914117,5.5965,1.8655,1.062726791,1.062726791,3,3.666666667,0.458333333,6,5.03
