formula,Tc
Ti0.64Nb0.34Ta0.02,8.99
Nb0.44Ti0.56,8.99
Hf1V2,8.984
Hf0.4Zr0.6V2,8.98
Ta0.2W0.8C1,8.96
V1N1,8.95
Y5Os4Ge10,8.946667
Mg0.4Al0.6B2,8.925
Y1Ir2Rh2B4,8.92
C0.002N0.937Ta1,8.91
Hf0.5Nb0.5,8.905
Nb3Rh0.05Pt0.95,8.9
Ti0.64Nb0.32Ta0.04,8.9
V0.75Ge0.2125Al0.0375,8.9
Ca2Nb1O4,8.9
N0.8Nb1,8.9
Ta0.05V2Zr0.95,8.9
Bi1Pb1Sb1,8.9
Ag1.2Mo4.8S6,8.9
In0.5La3Tl0.5,8.9
La3In0.5Tl0.5,8.9
B5Mo1.9Zr0.1,8.9
Mo5P0.9B2.1,8.9
Mo0.65Pt0.05Re0.3,8.9
C1Mo0.85Ta0.15,8.9
Nb0.991Ta0.009,8.87
Nb0.96Ta0.04,8.87
Nb78Ga20Mn2,8.87
Nb0.4Zr0.6,8.86
Hf0.2Zr0.8V2,8.85
Hf1N1,8.83
Mo0.95Hf0.05C0.65,8.81
V3Ge0.9Al0.1,8.8
Mo0.85Pt0.15,8.8
Bi0.65Pb0.35,8.8
K1.1Bi1O3,8.8
Nb0.11Re0.78Ta0.11,8.8
Zr2Rh1H0.28,8.8
V2.58Zr0.42Si1,8.8
Nb50.2Zr39.4Mo10.4,8.8
B5Mo1.8Sc0.2,8.8
Tc2Y1,8.8
Bi0.56Pb0.44,8.8
V2Hf0.8Ti0.2,8.8
Ir0.64Rh0.3Se2,8.77
Nb0.94Ta0.06,8.76
Nb0.984Ta0.016,8.76
Ti0.64Nb0.28Ta0.08,8.74
Sc0.75Th0.25Rh4B4,8.74
Re3W1,8.733333
Ti0.64Ta0.075Nb0.285,8.73
Zr1Ru1As1,8.716667
Mo64Re16P10B10,8.71
Ba0.37K0.63Bi1O2.952,8.71
Tc0.875Ti0.125,8.7
V3Ga0.4Si0.6,8.7
Pb0.5Yb0.5Mo6Se8,8.7
Ce0.16La0.84,8.7
Ca1Rh1.2Sn4.5,8.7
Y1Ni1.94Ru0.06B2C1,8.7
Zr0.96V0.04B2,8.7
Ba1Pb0.85Bi0.15O3,8.7
Y1Ni1.8Mn0.2B2C1,8.7
V3Si0.6Ge0.4,8.7
Nb0.38Zr0.62,8.7
C1Mo0.8Ta0.2,8.7
Ir0.29Mo0.41Nb0.3,8.7
Nb0.8Ga0.14Ni0.06,8.7
K0.75Ca0.25Bi1O3,8.7
Mo5P1B2,8.7
Bi0.35Pb0.65,8.7
Bi0.525Pb0.32Sn0.155,8.68
Y0.8Pr0.2Ni2B2C1,8.68
Ta0.6Mo0.4C1,8.67
Y0.9Gd0.1Rh4B4,8.66
C1Ta1,8.6375
Bi0.3Pb0.7,8.63
Nb25Ti50Ta25,8.6
Nb5Sb4,8.6
Bi2Te1,8.6
Yb1.2Mo6S8,8.6
V0.7Zr0.3,8.6
V3Si0.5Ga0.5,8.6
V0.75Ge0.225Al0.025,8.6
Nb0.35Ti0.6Zr0.05,8.6
Be22Mo0.4Re0.6,8.6
Nb0.2Zr0.8,8.6
Be22Mo0.3Re0.7,8.6
Be0.8Os0.2,8.6
Nb0.8Ga0.14Cr0.06,8.6
Ga4Mo1,8.593333
Fe4.97Ga25V70.03,8.59
Mg1C1Ni2.9Fe0.1,8.58
V75Si12.5Ge12.5,8.58
Pd0.04Rh0.29Zr0.67,8.56
Ti0.64Nb0.26Ta0.1,8.56
Zr28.4V56.8Nb14.8,8.56
Nb0.957Ta0.043,8.55
N0.93H2.79Na1Rb2C60,8.5
B1,8.5
Mo0.6Pt0.1Re0.3,8.5
Li0.33V2O5,8.5
Bi0.5Pb0.31Sn0.19,8.5
Sc1C0.75Ge0.02,8.5
N5Nb4,8.5
Nb0.14Re0.86,8.5
Nb0.5Ti0.2V0.3,8.5
Y1Ru4P12,8.5
Bi0.5Pb0.25Sn0.25,8.5
Nb99.445O0.555,8.5
Mo0.82Re0.18,8.5
Ba7.76Si46,8.5
Ta0.8Mo0.2C1,8.5
Bi0.5Pb0.25Sn0.26,8.5
C0.1N0.9Nb1,8.5
C1Mo0.75Ta0.25,8.5
Fe0.03Nb0.25Ti0.72,8.5
Zr1Ru1P1,8.496154
Yb1Mo6S8,8.45
Fe1.02Te0.5Se0.1S0.4,8.45
C0.64Mo1,8.45
Lu0.5Ho0.5Rh4B4,8.43
Hf1V2H0.4,8.42
Nb0.938Ta0.062,8.42
Mo0.02Nb0.98,8.41
Sc5Rh4Si10,8.405
Ba0.19K0.81Bi1O3,8.4
Nb2.85V0.15Au1,8.4
V2.781Co0.219Ga1,8.4
Bi0.5Pb0.5,8.4
Re0.71V0.29,8.4
Nb0.9Ta0.1,8.4
As1Pb1,8.4
C60Ca5,8.4
Pb1Mo6S7Se1,8.4
B5Hf0.2Mo1.8,8.4
Nb25Ti65Ta10,8.4
Zr1Ru1P0.95B0.05,8.4
Ir0.3Rh0.64Se2,8.39
Sr1Pt3P1,8.375
K0.9Bi1.1O3,8.35
V2Zr1,8.346667
La3Se4,8.326
Ti0.64Nb0.24Ta0.12,8.32
Sc5Ir4Si10,8.311429
B5Mo1.7Nb0.3,8.3
V0.6Zr0.4,8.3
Y0.5Th0.5Ni1C2,8.3
Mo7Re13B1,8.3
Nb2.1Mo0.9Al1,8.3
Bi0.26Pb0.74,8.3
Li1.16Ti1.84O4,8.3
Nb3Si0.5Sn0.5,8.3
Be22Mo0.6Re0.4,8.3
Mg1B1.4Be0.6,8.3
C1.3La1,8.3
Re0.73W0.27,8.3
Al0.01Nb0.97O0.02,8.3
Nb25Zr75,8.3
Na2Cs0.88C60,8.3
Ta0.685Ti0.315,8.28
Ag1Nb3,8.28
Mo0.815Re0.185,8.27
Y2I1.5Cl0.5C2,8.25
Ga1P1,8.25
Zr0.95V0.05B2,8.2
Y1Ni1.9Fe0.1B2C1,8.2
Th1.6Er0.4C3,8.2
Nb79.1Sn9.4Al2.1Ge9.4,8.2
Th1.8Er0.2C3,8.2
Nb1Si1As1,8.2
C3Er0.4Th1.6,8.2
C3Er0.2Th1.8,8.2
Bi0.5Cd0.25Pb0.25Sn0.12,8.2
Bi0.5Cd0.125Pb0.25Sn0.125,8.2
Ba7.61Si46,8.2
Na2Rb0.5Cs0.5C60,8.2
Nb3Sn0.73Ge0.27,8.2
Li2Pd3B1B1,8.19
Ti0.64Nb0.18Ta0.18,8.18
V75Si12.5Ga12.5,8.15
Nb0.87Ta0.13,8.15
Mg1C1.5Ni3,8.15
Bi0.2Pb0.8,8.15
Ba8Si46,8.1425
Mo0.816Zr0.034B2,8.14
Y1Ni1.86Co0.14B2C1,8.13
Mo0.8448Zr0.0352B2,8.11
N1V1,8.106667
V3Si0.25Ga0.75,8.1
Nb99.078O0.922,8.1
Y0.8Sc0.2Ru1B2,8.1
C3Er0.6Th1.4,8.1
Zr1Ru1P0.9B0.1,8.1
C0.55W0.45,8.1
Th1.4Er0.6C3,8.1
Y0.8Gd0.2Ni2B2C1,8.1
Au0.15Sb0.85,8.1
Nb80Ga14Co6,8.1
Nb0.8Ga0.13Ni0.07,8.1
Mo7Re13C1,8.1
K0.95Bi1.05O3,8.1
Ga1V3H0.37,8.1
V2.49Mn0.42Si1,8.1
Ir0.76Rh0.18Se2,8.09
Nb0.85Ta0.15,8.08
Cu3.2Mo6S8,8.05
Bi0.625Pb0.375,8.05
B2Nb0.6,8.04
Ir1Mo3,8.031
Bi0.575Pb0.425,8.03
Mo0.96Nb0.04Ga4,8
Ge1Ta3,8
Ir0.25Zr0.75,8
B5Mo1.9Y0.1,8
Zr1Os1As1,8
Nb25V10Ti65,8
Mg1C1Ni2.8Fe0.2,8
Co0.6Rh0.4Zr2,8
N1H3Na1K2C60,8
Mo0.98Nb0.02Ga4,8
B2Nb0.7,7.96
Ir0.82Rh0.12Se2,7.96
Bi0.1Pb0.9,7.95
Sn0.36Eu0.7Mo6.35S8,7.94
Ag1Mo4S5,7.923333
Nb80Ga13Co7,7.92
Mo0.8736Zr0.0364B2,7.92
Lu0.25Sc4.75Ir4Si10,7.91
N0.99V1,7.91
La0.5Th0.5Ni1C2,7.9
Hf1Ta1C1,7.9
Y2I1Br1C2,7.9
Pb0.4Yb0.6Mo6Se8,7.9
Nb3Rh0.1Pt0.9,7.9
Ir1Nb1,7.9
Ir0.375Nb0.625,7.9
Tc0.6W0.4,7.89
Ta0.52Ti0.48,7.86
La1Bi1S2F0.7O0.3,7.86
Mo0.6Ru0.4,7.85
Y0.6Th0.4Ni1C2,7.85
Mo1Re4,7.85
Rh0.08Zr0.92,7.85
Nb0.803Ta0.197,7.85
Nb25Ti70Ta5,7.85
Nb98.68O1.32,7.85
H0.05Nb0.95,7.83
Pb0.95Sb0.05,7.83
Mo0.05Nb0.95,7.815
Y0.79Gd0.21Ni2B2C1,7.81
V3Si0.52Ga0.48,7.8
Nb5Si2.4B0.6,7.8
V2.778La0.222Ga1,7.8
Bi0.23Pb0.77,7.8
V0.4Zr0.6,7.8
P1Pb1,7.8
Nb0.5Ti0.3V0.2,7.8
Nb0.22Ti0.8,7.8
C1Hf0.8Nb0.8,7.8
Nb80.7Sn1.9Al1.9Ge15.5,7.8
Tc1,7.794167
Nb80Ga18Mn2,7.79
Ti0.64Nb0.1Ta0.26,7.78
B2.5Mo1,7.775
Hf0.36Nb0.62Zr0.02,7.75
Li2Pd3B0.95Al0.05,7.75
Pb0.36Sn0.64,7.75
Ca2.8Co0.2Rh4Sn13,7.73
Bi0.45Pb0.55,7.7
La0.6Th0.4Ni1C2,7.7
Bi0.07Pb0.93,7.7
C1Mo0.5Ta0.5,7.7
Li2Pd2.94Ni0.06B1,7.7
Nb25Ti30Zr45,7.7
Ag1Mo6S8,7.7
Hg0.44Re1O3,7.7
Nb25Ti65Zr10,7.7
Y1Ru1B2,7.7
Y0.75Pr0.25Ni2B2C1,7.7
V50Ti49Zr1,7.7
Nb25Ti40Zr35,7.7
Ta0.455Zr0.545,7.7
O3Rb0.33W1,7.7
Nb4Ni1Si1,7.7
Nb25V5Ti70,7.7
Na0.33V2O5,7.666667
Li2Pd2.85Ni0.15B1,7.663333
Rh1Zr3,7.65
Ba7Ca1Si46,7.65
Mo0.96Ru0.04Ga4,7.63
Mg1Co1Ni3,7.63
Nb0.8Ta0.2,7.62
Mo30Re70,7.62
Ir0.85Rh0.09Se2,7.61
Li2B1Pd3,7.61
Nb2S2C1,7.6
Tc2Zr1,7.6
Nb3Sn0.39Ge0.61,7.6
Nb0.4Ti0.4V0.2,7.6
Nb0.1Zr0.9,7.6
La0.4Th0.6Ni1C2,7.6
C0.6Mo4.8Si3,7.6
V0.75Ge0.2375Al0.0125,7.6
Au0.22Nb0.78,7.6
Mo0.5Re0.5,7.6
Nb0.97Tc0.03,7.6
Ti0.17V0.5Zr0.33,7.6
Mo0.2Nb0.2Re0.6,7.6
Ba1Pb0.83Bi0.17O3,7.6
C0.6Mo4.8Si0.3,7.6
B2Nb0.5,7.56
Co4.95Ga25V70.05,7.56
Nb25Ti74Ta1,7.55
Sr1Pt2.7Pd0.3P1,7.54
Ta0.36Ti0.64,7.53
Ti0.42V0.58,7.52
Tc0.5W0.5,7.52
Si0.2V0.8,7.51
Mo0.9216Zr0.0384B2,7.51
Pd0.1Zr0.9,7.5
Nb25Ti70Zr5,7.5
V2.79Ce0.21Ga1,7.5
Mo2B1C1,7.5
O1V3Zr3,7.5
Nb1V50Ti49,7.5
Nb2In1C1,7.5
V2.67Pd0.33Si1,7.5
Nb25Ti10Zr65,7.5
Nb25Ti20Zr55,7.5
Cd0.18Pb0.32Sn0.5,7.5
Ru1W1,7.5
Nb1S2,7.5
Cs1Sr1Bi0.25Pb0.75O3,7.5
Hf1Nb1C1,7.5
Mg0.6Zn0.2Al0.2B2,7.5
Ba8Ga16Ge30,7.5
B6Y6,7.5
C1Mo0.2Ta0.8,7.5
Zr3V3O1,7.5
Au0.1Sb0.9,7.5
Li2Pd3B1,7.497
Ti0.415V0.585,7.49
Li2Pd3B0.9Al0.1,7.49
Ir0.19Rh0.75Se2,7.49
Ca3Rh4Sn13,7.4775
Pr1Fe0.9Co0.1As0.5P0.5O1,7.46
B2.1Nb1,7.45
Pb0.57Sn0.43,7.45
Y0.7Th0.3Ni1C2,7.445
Mg1C1Ni2.95Co0.05,7.42
Nb78Ga19Mn3,7.42
V3Si0.46Ga0.54,7.4
C1,7.4
Mo0.65Pt0.1Re0.25,7.4
Nb24Ti75Ta1,7.4
Fe0.04Nb0.1Ti0.86,7.4
Nb0.25Ti0.75,7.4
K0.85Bi1.15O3,7.4
C2Mo3,7.4
Nb25Ti74Zr1,7.4
Nb3Rh0.3Pt0.7,7.4
V1.5Nb1.5Sb1,7.4
Nb5V50Ti45,7.4
Nb0.375Sn0.25V0.375,7.4
Nb3Al0.15Ge0.85,7.4
Nb25Ti70Mo5,7.4
Mo0.7Pt0.075Re0.225,7.4
H0.985Pd1,7.39
Bi0.05Pb0.95,7.388
Ti0.4V0.6,7.38
H0.1Nb0.9,7.38
Mo0.42Re0.58,7.375
Ir1Zr2,7.365
H0.983Pd1,7.355
Tc0.7V0.3,7.355
Bi0.06Pb0.95,7.35
Mg1C1.25Ni3,7.35
Bi0.4Sn0.6,7.34
Nb98O2,7.33
Nb0.5Hf0.5N0.98,7.33
Hf1V2H0.5,7.33
Mo64Ru16P20,7.31
Ti0.2V0.8,7.305
Nb25V25Ti50,7.3
Nb3Al0.39Ge0.61,7.3
Nb25Ti74Mo1,7.3
In0.7Sn0.3,7.3
Bi0.8Sn0.2,7.3
Nb3Ge0.5Ga0.5,7.3
Rh0.3W0.7,7.3
W7Re13C1,7.3
Ga0.5Ge0.5Nb3,7.3
Hf0.025Re0.975,7.3
Mg1.2C1.6Ni3,7.3
Mg1C0.978Ni3,7.3
Ti2In1N1,7.3
Pb0.9904Sb0.0096,7.29
Mg1C1Ni2.9Co0.1,7.29
H00.33Nb0.67,7.28
H0.33Nb0.67,7.28
Sc1Ru4B4,7.27
Pb0.95Sn0.05,7.268
Nb0.95W0.05,7.25
K0.05Mo1O1.63,7.25
Ag0.15Pb0.975Sn0.01,7.25
Li2Pd2.7Ni0.3B1,7.233333
Bi0.0105Pb0.9895,7.214
Pb0.95Tl0.025Bi0.025,7.214
Pb0.9769Sn0.0231,7.213
Nb0.21Ti0.61Zr0.18,7.21
Nb25Ti75,7.2
Mg1C1Ni2.8Co0.2,7.2
Th1.4Sc0.6C3,7.2
Nb0.26Re0.74,7.2
Ba0.6K0.4Bi0.5Pb0.5O3,7.2
V3Si0.4Ge0.6,7.2
Pb1Pt1,7.2
V3Ga0.7Sn0.3,7.2
Na1Al1Si1,7.2
La0.7Th0.3Ni1C2,7.2
Al0.1Be0.9,7.2
Ti0.516V0.484,7.2
Na0.28Pb0.72,7.2
Nb25Ti50Zr25,7.2
Mo3O5,7.2
Li1Pb1,7.2
Ba6Sr2Si46,7.2
Mg1Cu1Ni3,7.2
Ba0.4K0.6Bi1O3,7.2
Ba0.8K0.2Bi0.3Pb0.7O3,7.2
In0.005Pb0.995,7.181
Mo0.61Ru0.39,7.18
Tc0.4W0.6,7.18
In0.5Sn0.5,7.175
In0.01Pb0.99,7.173
Pb0.9Sn0.1,7.17
Nb79.7Sn6.1Al2Ge12.2,7.15
In0.02Pb0.98,7.15
Ti0.6V0.4,7.15
Ga4Mn0.006Mo0.994,7.14
Pb0.9848Tl0.0152,7.135
Hg0.0307Pb0.9693,7.134
Pb1Mo6S1Se7,7.13
Cd0.0263Pb0.9737,7.124
Pb0.9Zn0.1,7.12
Nb0.95V0.05N0.85,7.12
La1Bi1S2F0.2O0.8,7.11
In0.0293Pb0.9707,7.109
Nb20Ti75Ta5,7.1
W7Re13B1,7.1
Th1.2Sc0.8C3,7.1
Ta0.745Zr0.255,7.1
B5Mo1.7Ti0.3,7.1
Al0.04Nb0.895O0.06,7.1
Sn0.65Tl0.35,7.1
Nb80Ga17Mn3,7.1
Mo6Se5Br3,7.1
Nb10V50Ti40,7.1
Ba8Si43Ge3,7.1
Pb0.3Yb0.7Mo6Se8,7.1
Mg1C1Ni2.6Co0.4,7.1
In0.05Pb0.95,7.091
Mg1C0.925Ni3,7.09
In0.04Pb0.96,7.075
Ti0.615V0.385,7.07
Mo0.96Co0.04Ga4,7.07
In0.06Pb0.94,7.061
Pb1Tl0.04,7.06
Pb0.96Tl0.04,7.06
Re0.83Ti0.17,7.05
B12Li1.7,7.05
Nb1.01Se2,7.05
Pb0.28Sn0.72,7.05
Re6Zr1,7.05
Sn1Fe0.05Mo6S8,7.05
Hf1V1.85Fe0.15,7.04
In0.087Pb0.913,7.035
Li2Pd2.4Ni0.6B1,7.033333
La2C2Br2,7.03
Sc0.5V0.5,7.03
In0.08Pb0.92,7.025
Y0.78Gd0.22Ni2B2C1,7.02
C3Er0.8Th1.2,7
Mg1C0.977Ni3,7
Ca1Pb1,7
C70,7
Nb0.93Tc0.07,7
C22H14K2.9,7
B5Mo1.7Ta0.3,7
C1Hf0.25Nb0.75,7
Na2Cs0.75C60,7
Rh0.33Ta0.66,7
Y2I0.75Br1.25C2,7
Y1Ni1.9Ru0.1B2C1,7
Rh0.4Zr0.6,7
V50Ti45Zr5,7
V0.65Ge0.1Al0.25,7
Th1.2Er0.8C3,7
Nb0.6Al0.08N0.79O0.21,7
Bi0.6Sn0.4,7
Ba8Ge42Co4,7
Ba6C60,7
Ba1Pt3Au1Ge12,7
B5Nb1.8Th0.2,7
Ba0.34K0.66Bi1O3,7
Nb0.7Ta0.3,6.985
Pb0.93Tl0.075,6.98
Pb1Tl0.075,6.98
Mg1C0.885B0.04Ni3,6.97
Cr0.071Nb0.929,6.95
Nb0.9V0.1,6.95
Sc4.5Dy0.5Ir4Si10,6.95
In0.2Pb0.8,6.95
Ca3Ir4Sn13,6.95
Sc0.4V0.6,6.94
Mg1C1Ni2.999Fe0.001,6.93
Mg1C1Ni2.995Ru0.005,6.92
Cd0.1Pd0.9,6.92
Mg1C1Ni3,6.91125
Ti0.5V0.5,6.905
V3Ga0.793Sb0.207,6.9
V3Ga0.78Sn0.22,6.9
Nb2Se2,6.9
V50Ti45Mo5,6.9
V50Ti49Mo1,6.9
Mo1.965Zr0.035B1C1,6.9
Bi0.25Pb0.75,6.9
Mo0.39Ru0.61,6.9
Mg1.2C1.52B0.08Ni3,6.9
Mg1C1.6Ni3,6.9
Hg1Sm0.5In0.5Pb2,6.9
C22H14Rb3.1,6.9
Pb1Tl0.12,6.88
Pb0.89Tl0.11,6.88
Mg1C1Ni2.7Fe0.3,6.88
Mg1C0.814B0.111Ni3,6.88
Re0.6W0.4,6.866667
Ge1V3,6.86
Ti0.106V0.894,6.86
Ce1Bi1S2F0.9O0.1,6.855
Hf0.4Ta0.6,6.85
Nb0.63Ta0.37,6.84
Sc0.6V0.4,6.84
Mo1.8W0.2B1C1,6.82
Nb1Se2,6.814619
Th1.6Sc0.4C3,6.8
Y0.9La0.1B6,6.8
Nb4Fe1Si1,6.8
Nb3Sn0.3Sb0.7,6.8
Re0.67Zr0.33,6.8
Nb3Sn0.56Ge0.44,6.8
Re0.92V0.08,6.8
Th1.9Er0.1C3,6.8
Mg1C1Ni2.97Cu0.03,6.8
Cu0.1Sn0.9,6.8
C3Er0.1Th1.9,6.8
Ir0.2Ru0.05Zr0.75,6.8
In0.1Pb0.9,6.8
Nb25Ti65Mo10,6.8
Nb0.64Ta0.36,6.8
Bi0.85Sb0.15,6.79
Ag0.9Sn1.1Se1.8S0.2,6.79
Ti0.588V0.392Fe0.02,6.79
Mg1C0.853B0.072Ni3,6.76
V75Si5Ge20,6.76
Sc0.3V0.7,6.76
Hg0.15Pb0.85,6.75
Ba4C60,6.75
Re0.35W0.65,6.75
Nb1.02Se2,6.75
Y1Ni1.8Co0.2B2C1,6.75
Nb0.25Re0.75,6.75
Pb1Tl0.17,6.73
La1Mo6S8,6.73
Pb0.85Tl0.15,6.73
P1,6.728571
La3S4,6.725714
Ag0.76Sn1.24Se2,6.72
Mg1C1Ni2.99Ru0.01,6.715
Ti0.5W0.5C1,6.7
Th1.8Sc0.2C3,6.7
Au25Sb75,6.7
Ir0.26Mo0.74,6.7
Sr1Al1Ge1,6.7
Ag1B2,6.7
Cs0.19W1O3,6.7
Mg1Co1Ni2.97Co0.03,6.7
Be3Ga1,6.7
Mo1.9Nb0.1B1C1,6.7
Au0.125Sb0.75Te0.125,6.7
Pb0.2Yb0.8Mo6Se8,6.7
Mo6Se6Br2,6.7
C1Ti0.5W0.5,6.7
Nb15Ti75Ta10,6.7
Sn1Ta3,6.6925
Mo6Se7.5Te0.5,6.69
Hf0.32Ta0.68,6.68
Nb1Se2.2,6.675
Mo6Se7.7Te0.3,6.66
Cr0.05Nb0.95,6.66
Ca1Al1.1Si0.9,6.63
B12Li2.5,6.62
Cu0.14Sn0.86,6.62
Hf0.25Zr0.75,6.62
Re0.5W0.5,6.61
Mg0.1Pb0.9,6.61
Hf0.52Ta0.48,6.61
N1Nb0.9V0.1,6.6
Nb5Si2.2B0.8,6.6
Re24Ti5,6.6
Ti0.33V0.33Zr0.33,6.6
Mg1.2C1.44B0.16Ni3,6.6
Re24Ti6,6.6
Nb2Pd0.81S5,6.6
Mo0.75Rh0.25,6.6
B5Nb1.9Sc0.1,6.6
Hf1N0.989,6.6
B0.048C0.952,6.6
Nb3Rh0.5Au0.5,6.6
C1Hf0.25Mo0.75,6.6
Au0.2Sb0.6Te0.2,6.6
Ca1Pt3P1,6.6
Hf0.33Nb0.33V0.33,6.6
Ge0.27V0.73,6.6
Ir0.42Ta0.58,6.6
H0.94Pd1,6.6
Li2B1Pd2.7Pt0.3,6.59
Hf0.2Ta0.8,6.58
Ti0.588V0.392Ru0.02,6.58
Li2Pd2.55Ni0.45B1,6.58
B2Nb0.4,6.57
Sr1Pt2.4Pd0.6P1,6.57
Nb0.6Ta0.4,6.56
Rh0.25Zr0.75,6.556667
Mo0.1Nb0.9,6.55
Fe3Re2,6.55
Cs0.3Mo1S2,6.55
Ca1Al0.9Ga0.1Si1,6.54
Nb0.58Ta0.42,6.54
Y0.8Th0.2Ni1C2,6.535
Zr2Co0.95Cu0.05,6.52
Mo6Se7Cl1,6.52
Mg1C1Ni2.98Ru0.02,6.51
Nb3Si0.6Sn0.4,6.5
Ag0.8Ga0.2,6.5
Th1Sc1C3,6.5
Al0.3Be0.7,6.5
Sn0.174Ta0.826,6.5
C0.93Nb1,6.5
Cu0.1Pb0.9,6.5
Ge0.25V0.75,6.5
W4.8Ta0.2Si1B2,6.5
Mg1C0.98Ni3,6.5
Mo0.28Re0.72,6.5
Nb2.9V0.3Au1,6.5
Ir0.25Mo0.75Nb2.25Pt0.75,6.5
Bi0.86Tl0.14,6.5
C6Yb1,6.496667
Mo6Se6.5Cl1.5,6.49
Nb0.1Ti0.9N0.98,6.48
Pb1,6.4701
Ti0.7V0.3,6.463333
Al0.9Ge0.1,6.45
Au0.2Nb0.8,6.45
H0.965Pd1,6.45
Ir0.91Se2,6.45
Mg1C0.771B0.154Ni3,6.44
Mg1C1Ni2.995Fe0.005,6.44
Pb1Tl0.27,6.43
Pb0.73Tl0.27,6.43
Pb0.79Tl0.21,6.43
In0.5Pb0.5,6.43
Nb0.13Zr0.87,6.42
Ag0.81Sn1.19Se2,6.415
Ca2.5Co0.5Rh4Sn13,6.41
Tl0.45Bi0.46Mo6S7.5,6.41
Zr1V1.85Fe0.15,6.41
Ca2Al2.73Si4.27,6.4
Nb5Si2B1,6.4
V2.739Hf0.261Ga1,6.4
V3Si0.2Sn0.8,6.4
V0.736Sb0.037Al0.227,6.4
Ge0.23V0.77,6.4
Zr1Ru1P0.85B0.15,6.4
Ba0.47K0.53Bi0.99Pr0.01O3,6.4
B2.5Nb1,6.4
Ge0.21V0.79,6.4
Bi5Tl3,6.4
Nb1B0.2Rh3,6.4
Y2I0.6Br1.4C2,6.4
Ca1Rh2,6.4
Nb5Si2.6B0.4,6.4
Nb3In0.5Zr0.5,6.4
In0.5Nb3Zr0.5,6.4
Nb3Zr0.5In0.5,6.4
Zr0.99V0.01B2,6.4
Li2Pd2.85Pt0.15B1,6.4
Mo6Se6Cl2,6.39
Pb1S1Yb1S1,6.39
Y1Mo6Se8,6.38
H0.963Pd1,6.377
Re2Zr1,6.366667
La0.5Nd0.5Pt2.1B2.4C1.2,6.36
Nb0.15Zr0.85,6.35
Mo6Se7.5Cl0.5,6.33
Ga0.1Pb0.9,6.33
Rb1Os2O6,6.318
B2.2Nb1,6.305
Be2Ga1,6.3
Ti0.9V0.1,6.3
Ga1V2.1,6.3
La0.3Th0.7Ni1C2,6.3
Ba1Al1Ge1,6.3
Zr33.3V59.25Nb7.35,6.3
Zr1P1.25Se0.75,6.3
Mo6Se7.9Te0.1,6.3
Mg1C0.965Ni3,6.3
Ti0.91V0.09,6.3
Mo6Se7.85S0.15,6.3
Rb1Os1O6,6.3
Mg1C1Ni2.94Cu0.06,6.3
B2Re1,6.3
Pb0.1Yb0.9Mo6Se8,6.3
Th0.25Zr0.75,6.29
Pb0.9Sb0.1,6.28
In0.6Pb0.4,6.28
Hf0.5Ta0.5,6.28
Mo6Se7.6,6.28
Mo6Se8,6.277143
Sb0.25Ti0.75,6.26
Re3V1,6.26
Mg1C1Ni2.99Fe0.01,6.25
Nb3Rh0.5Pt0.5,6.25
Ba1Pt3.25Au0.75Ge12,6.25
Mo1Rb0.3S2,6.25
Mo0.4Re0.6,6.245
Zr1P1.35Se0.65,6.24
Ir0.94Se2,6.24
Mo3Se4,6.233333
Bi0.85Tl0.15,6.23
Mo6Se6.5Te1.5,6.23
Rh0.075Zr0.925,6.225
Mo5.8Ru0.2Se8,6.21
Y1Ni1.86Fe0.14B2C1,6.2
Rh2Sr1,6.2
Re0.8V0.2,6.2
Nb1Ta1V1Sn1,6.2
Nb1Sn1Ta1V1,6.2
Mo1.935Zr0.065B1C1,6.2
Nb0.47Ta0.53,6.2
Nb0.45Re0.55,6.2
Mo5.25Nb0.75Se8,6.2
Nb0.25Sn0.25Ta0.25V0.25,6.2
V50Ti40Mo10,6.2
Mo1.85Nb0.15B1C1,6.2
Ca2Al3Si4,6.2
K0.28Mo1S2,6.2
Ir0.2Si0.05Zr0.75,6.2
Hf1Re6,6.2
Al0.72Nb3.28,6.2
Ge0.1In0.9,6.2
Ba0.8Rb0.2Ti2Sb2O1,6.19
Mo0.45Re0.55,6.185
Ca1Al1Si1,6.183529
Mo48Ru32P20,6.18
Ga0.8Sb0.2,6.18
Ag0.85Sn1.15Se2,6.175
Zr1Ru0.95Rh0.05P1,6.15
Ti50V50,6.15
Zr33.3V61.8Nb4.8,6.13
Ir1Mo3Nb3Pt1,6.13
Nb96.5O3.5,6.13
Nb2Pd1S5,6.125
Mg1C1Ni2.967Ru0.033,6.1
B0.67Mg0.33,6.1
V0.741Sb0.113Al0.146,6.1
V3Si0.2Ge0.8,6.1
Ba3Ir4Ge16,6.1
Ba0.88K0.12Ti2Sb2O1,6.1
C1Hf0.7Nb0.3,6.1
Mo0.865Re0.135,6.1
B2Nb0.3,6.1
Ti1V1,6.09
Zr1B12,6.09
Nb0.5Ta0.5,6.09
Sc0.07V0.93,6.09
Ge0.18Nb0.82,6.085
Ti0.576V0.384Fe0.04,6.08
Zr2Co0.9Cu0.1,6.07
Nb0.35Hf0.65N1,6.05
Nb80Ga16Mn4,6.03
Pb1Te1Pb1S1,6.03
C1Mo2,6.021667
Li0.34Rb1Sr2Nb3O10,6.02
Y0.9Th0.1Ni1C2,6.005
Rh1Se1.75,6
Mg1Co1Ni2.94Co0.06,6
Rh0.36Se0.64,6
Mg1.4Al0.6Si1,6
Mg1C1Ni2.91Cu0.09,6
